LEMMA,WORDID,VALENCE,AROUSAL,EXPRESSED_MORAL,VALENCE_STD,AROUSAL_STD,EXPRESSED_MORAL_STD
unadulterated,113,5.83333333333,5.33333333333,6,1.32916013583,1.63299316186,1.54919333848
unchaste,114,2.66666666667,4.66666666667,2.66666666667,1.8618986725,2.73252020426,3.14112506384
uncleanliness,115,3.53846153846,5.46153846154,2.76923076923,2.29548050944,1.50639661751,2.12735540652
upright,116,4.2,4.8,6,1.788854382,2.2803508502,0.707106781187
virgin,117,6.44444444444,4.11111111111,7.55555555556,1.74005108482,2.52212432507,1.66666666667
virtuous,118,5.5,5.5,7.16666666667,1.04880884817,1.37840487521,2.31660671385
wanton,119,3.4,4.4,2.6,1.3416407865,1.3416407865,1.51657508881
wholesome,120,7,4.2,8.4,1.58113883008,2.16794833887,0.894427191
whore,121,2.85714285714,4.71428571429,1.57142857143,1.34518541827,1.79947082168,0.786795792469
wicked,122,3.42857142857,4.71428571429,1.85714285714,1.71824938597,1.70433620649,1.46385010942
wretched,123,2.5,3.75,1.875,1.69030850946,1.48804761829,0.991031208965
wretchedness,124,4.16666666667,4.16666666667,3,1.32916013583,1.83484785927,1.8973665961
protect,141,6.25,3.75,7.75,1.83225076262581,0.886405260427918,2.86605752110555
lush,144,3.6,4.4,3.4,2.88097205817759,3.286335345031,2.88097205817759
vertigo,130,3.2,4.6,4.8,2.04939015319192,2.86356421265527,2.96647939483827
freshener,133,6,5.16666666666667,7.83333333333333,1.26491106406735,0.752772652709081,1.32916013582513
deluded,127,2.55555555555556,4.88888888888889,3,1.58989866902824,2.59807621135332,2.61937227425029
priest,131,5.3,4.3,7.2,2.58413965910857,2.5298221281347,3.12872000806862
tasteless,135,4,3.33333333333333,5.33333333333333,2.17944947177034,2.39791576165636,1.93649167310371
saint,138,6.83333333333333,4.33333333333333,7,1.60208197875972,3.03315017762062,3.55902608401044
scam,142,3.16666666666667,5.33333333333333,2.33333333333333,2.04124145231931,1.36626010212795,3.66969571853944
patina,126,4,5,3.33333333333333,1,1.52752523165195,1
abstinence,125,3.66666666666667,3.33333333333333,4.5,2.06559111797729,2.58843582110896,2.65832027165025
sting,132,2.5,5.5,3,1.91485421551268,2.82842712474619,1
hygiene,140,7.28571428571429,4.14285714285714,5.85714285714286,1.79947082168487,3.38765264987284,3.23669437485075
prostitution,129,3.5,4.33333333333333,1.66666666666667,1.7606816861659,0.816496580927726,2.73252020425589
perversion,136,3.85714285714286,4.71428571428571,1.71428571428571,1.86445447147161,0.951189731211342,2.1380899352994
Catholics,134,5.5,3.83333333333333,6,2.58843582110896,2.82842712474619,2.2286019533929
