WORD	ANNOTATOR_ID	RELEVANCE	VALENCE	AROUSAL	EXPRESSED_MORAL
ruin	FF5D5E71B94719040105E311AF3B7439	1	2	2	2
defenestration	17B3FBC4AC55D595225F84535BE4F193	1	1	7	1
sympathize	17B3FBC4AC55D595225F84535BE4F193	1	5	5	9
suffer	17B3FBC4AC55D595225F84535BE4F193	1	1	9	1
brutalise	17B3FBC4AC55D595225F84535BE4F193	1	1	8	1
destroy	17B3FBC4AC55D595225F84535BE4F193	1	1	7	1
peacetime	17B3FBC4AC55D595225F84535BE4F193	1	8	1	9
ruin	17B3FBC4AC55D595225F84535BE4F193	1	1	8	1
defenseless	17B3FBC4AC55D595225F84535BE4F193	1	2	1	2
defense	A9D582CAF5ADDF90115AD440F381BFE1	1	8	2	8
stomp	BD85F3D6AEB67D15AC6E1AE8B35E574B	1	1	5	1
defenseless	A9D582CAF5ADDF90115AD440F381BFE1	1	1	5	1
ravage	5D5C6700B1DBCAA61E9AAE0AF7412A4D	1	2	7	1
empathy	BD85F3D6AEB67D15AC6E1AE8B35E574B	1	7	1	9
defense	17B3FBC4AC55D595225F84535BE4F193	1	5	5	1
spurn	5D5C6700B1DBCAA61E9AAE0AF7412A4D	1	4	7	4
guard	17B3FBC4AC55D595225F84535BE4F193	1	5	5	5
peaceable	A9D582CAF5ADDF90115AD440F381BFE1	1	8	1	9
annihilation	BD85F3D6AEB67D15AC6E1AE8B35E574B	1	1	5	1
empathy	5D5C6700B1DBCAA61E9AAE0AF7412A4D	1	5	1	9
empathy	A9D582CAF5ADDF90115AD440F381BFE1	1	9	1	9
shield	BD85F3D6AEB67D15AC6E1AE8B35E574B	1	5	5	7
sympathetic	5D5C6700B1DBCAA61E9AAE0AF7412A4D	1	2	3	9
annihilation	361B5614BCA7387EAC0939436228E942	1	1	5	1
killer	BD85F3D6AEB67D15AC6E1AE8B35E574B	1	1	5	1
peaceable	5D5C6700B1DBCAA61E9AAE0AF7412A4D	1	7	4	8
protector	361B5614BCA7387EAC0939436228E942	1	9	9	9
peaceable	361B5614BCA7387EAC0939436228E942	1	9	9	9
shield	4E0C798A73F016100353720FAA644B12	1	5	5	8
protector	4E0C798A73F016100353720FAA644B12	1	7	5	8
peacemaker	4E0C798A73F016100353720FAA644B12	1	7	3	8
spurn	361B5614BCA7387EAC0939436228E942	1	5	6	3
peacemaker	361B5614BCA7387EAC0939436228E942	1	9	9	9
brutalise	4E0C798A73F016100353720FAA644B12	1	2	6	1
stomp	4E0C798A73F016100353720FAA644B12	1	5	5	3
safe	4E0C798A73F016100353720FAA644B12	1	7	2	8
endangered	4E0C798A73F016100353720FAA644B12	1	3	5	2
compassionate	4E0C798A73F016100353720FAA644B12	1	8	2	8
defense	4E0C798A73F016100353720FAA644B12	1	5	5	6
exploit	4E0C798A73F016100353720FAA644B12	1	3	6	2
killer	382235231A1554D2CF102326A186B317	1	2	8	1
suffer	382235231A1554D2CF102326A186B317	1	2	5	2
peacemaker	382235231A1554D2CF102326A186B317	1	8	7	9
peacenik	382235231A1554D2CF102326A186B317	1	8	6	2
protectionism	382235231A1554D2CF102326A186B317	1	8	7	8
compassionate	382235231A1554D2CF102326A186B317	1	8	3	9
sympathy	382235231A1554D2CF102326A186B317	1	3	3	8
safe	382235231A1554D2CF102326A186B317	1	9	8	9
protectionism	5F37895381928F9A06737AF25F2EF2A0	1	7	7	9
suffer	5F37895381928F9A06737AF25F2EF2A0	1	1	5	1
sympathy	4E0C798A73F016100353720FAA644B12	1	6	3	9
suffer	4E0C798A73F016100353720FAA644B12	1	2	5	3
protectionism	4E0C798A73F016100353720FAA644B12	1	5	5	7
sympathy	0745BC854FB0592A3BEB647397F12DB2	1	7	3	7
protectionism	2D7D894855AD47A43EC14850C4E561A7	1	5	5	5
peacenik	38E3D8591547553DBF27D930293B5BBB	1	2	5	7
