word,score,freq
goes,3.1309803390176967,2962
organization,-2.476151323877275,2953
david,-8.029410215793177,2944
businesses,6.301656421972439,2944
behind,-0.683169363765046,2942
forces,2.044446331099607,2940
sell,6.341989542357624,2940
attention,0.9603262714808808,2936
plans,-5.206475717015564,2932
cultural,9.103038907283915,2930
lead,1.7443745629279874,2929
north,-5.017400664626621,2928
outside,1.6554915867745876,2924
required,3.667997136246413,2916
needs,7.073167278897017,2910
official,-11.110121407080442,2907
district,-7.012128215748817,2897
pages,-2.875682654324919,2897
turned,-2.2524658663896844,2896
page,-7.991618569532875,2894
record,-3.6976356233353727,2892
magazine,-3.4830573312938213,2890
written,0.5940505529288203,2885
particularly,5.269337782461662,2885
rand,1.7373514156788588,2885
success,3.911378364777193,2884
journal,-5.835933157824911,2883
employees,-2.2156848930753767,2881
amount,8.557557843625546,2881
environmental,-0.7505150742363185,2874
month,-6.082442070124671,2871
effort,-0.4353816285729408,2862
constitution,-0.1758495839312672,2862
difficult,6.817912647151388,2861
continue,4.593137061805464,2860
nuclear,0.988323395838961,2859
race,-4.63600908475928,2857
answer,5.2790953607764095,2852
offer,7.5103627915959805,2850
questions,1.4764270443702117,2846
account,4.306348092155531,2841
religious,4.790671846014448,2837
greater,8.189217867795378,2836
changes,3.260437194257974,2832
woman,-2.6073134520556778,2829
effects,7.5034781355643645,2816
institutions,10.071025194134563,2815
internet,3.360918181948364,2807
january,-15.038805384072475,2806
hope,4.976050772704184,2804
calls,-3.149472405202687,2804
understand,10.608608819078654,2800
philosophy,6.626004595309496,2799
return,2.986861272715032,2798
protect,6.876112143043429,2787
chief,-11.72624785755761,2786
capitalism,9.784073496470228,2784
proposed,-5.876946415693965,2783
illegal,4.23869515946717,2775
writing,-1.2235677451244555,2771
western,3.5913754233624786,2764
enforcement,-2.987714388407767,2763
beyond,6.093294073711149,2762
takes,1.8774408244062213,2761
consumers,7.118911740777548,2760
behavior,9.049610793765169,2757
feel,8.344186221598648,2737
television,-2.2451452998211607,2737
interests,6.084372364683077,2737
voters,-6.177903511561453,2735
intellectual,9.061702742706984,2735
revolution,0.2004382607992738,2731
foundation,-6.047016131458804,2725
close,-1.6719625398982316,2720
following,-9.001193361356854,2705
alone,2.898563180118799,2705
access,6.352348363143392,2703
love,7.929963590577245,2697
looking,3.235147889587097,2687
crisis,-1.8277904918650163,2685
generally,8.687185398652218,2683
series,-5.932343989145011,2670
james,-9.772624688455837,2668
attack,-3.4959502514684573,2665
europe,5.020505144901108,2655
whatever,7.924753184895962,2644
products,8.75189435761422,2643
needed,3.8128646661061794,2637
include,2.8148326294030994,2636
received,-3.776818625512533,2635
leaders,-5.52471332566347,2632
announced,-10.110881394590251,2627
economist,-2.7249550718115643,2617
merely,7.209013059269637,2616
significant,3.415497507201508,2613
sexual,2.5132464871858247,2611
rest,4.195504572184291,2609
chicago,-6.169624680682318,2606
product,8.027960637584329,2604
situation,6.57909418491181,2599
head,-11.000149571686052,2598
attempt,1.1258165129693225,2598
share,8.989795798668638,2596
treatment,5.710349563974887,2596
practice,7.8040463952638675,2595
benefit,9.886395775014536,2595
firms,5.140390378888696,2594
alternative,7.2471827117260545,2593
thinking,9.70573877170682,2591
hours,-2.2512647373368964,2589
consumer,4.137293984880671,2582
coming,1.717104363022372,2580
fall,-2.187357669114135,2575
decade,-0.9563358961604536,2567
threat,3.910164762753993,2559
bring,4.248145520687103,2558
quality,11.133673317730429,2558
reduce,5.711888293037191,2556
knowledge,14.167897987412289,2552
earlier,-5.033457577752415,2546
china,-0.8160597546957433,2545
clearly,7.848855369491503,2542
opportunity,5.098885636543855,2535
november,-15.24528267327696,2535
effective,5.171287958277389,2530
reasons,5.736605683807284,2526
agencies,0.4451072027441114,2525
game,1.7707503645215183,2523
favor,3.2719728350639343,2520
hold,2.799216100014746,2520
april,-13.67927096504718,2518
therefore,12.10000357509125,2514
constitutional,-0.4382003077771514,2513
june,-14.455454722046852,2508
usually,8.611160500673577,2506
tried,-3.112023497276823,2505
music,5.452627501450479,2505
basis,5.824028616887517,2504
word,0.9769568264018744,2500
student,-3.4027502280659974,2494
corporate,1.5878691838588566,2492
brought,-0.5505071623774711,2491
play,3.93641305109486,2484
goods,10.189628264779458,2482
list,-0.980781993828714,2481
rise,3.2959594330750406,2480
independent,-1.544511926942505,2476
standards,5.784460105060134,2471
neither,5.676228763302788,2471
considered,5.149381424533203,2471
night,-8.970548668672564,2468
william,-11.27789628598839,2463
entire,0.9291674619307742,2456
reality,9.107107831398023,2455
radio,-5.666776394471526,2455
instance,-0.5117616401985288,2450
letter,-11.050095023820177,2448
reading,3.7194517294410616,2441
wall,-5.923118375852937,2436
decided,-3.624494999181479,2435
traditional,8.221408097306266,2435
mass,1.5280964627163485,2428
failed,-2.364326977869496,2427
require,4.951633611810394,2425
decisions,3.1409424322191626,2424
expected,0.0099427411332726,2419
test,-0.0076102289604023,2416
scientific,6.307843821588904,2414
enterprise,4.603840915136971,2413
july,-13.798468564171344,2412
argues,4.0869523283327,2412
conservatives,-0.6002981057390571,2411
powerful,3.9188035695115104,2410
funds,4.31130698742345,2408
simple,10.404957917926367,2408
source,3.959567514248192,2407
immigration,-2.812633111490868,2401
running,-5.362293172627688,2400
courts,-0.0661091404035687,2396
gave,-3.6789387660101056,2393
debt,4.26348186400719,2387
member,-8.443272345582955,2383
september,-14.799770983168855,2382
congressional,-14.60972104978282,2378
planning,2.2660618491936475,2376
global,1.2663200609385967,2375
successful,2.526671882136725,2373
truth,4.424766814336181,2373
ones,7.405456287320703,2372
commercial,5.578190715285018,2370
easy,6.978025255259126,2368
critics,-0.0635970749426633,2365
thousands,1.9603203865117396,2364
banks,3.9184908244060352,2362
arguments,3.641928580123931,2360
views,2.8758690264075994,2359
largely,3.608925549313426,2357
write,1.771208728547208,2357
michael,-8.516091120894998,2350
numbers,3.293506070243893,2347
spend,3.677140191430226,2346
forced,1.7490240638144314,2346
economists,1.5660103189293295,2343
opinion,-2.748396309092641,2342
suggests,4.385365689639002,2339
status,6.286841968787485,2338
controls,1.920001799357124,2338
ability,8.057887830073014,2335
noted,-1.9957594063598665,2330
produce,10.64876446677954,2323
giving,4.798975999816321,2321
fear,8.104182934388518,2321
fight,0.3789895088411867,2320
management,3.1197321474319324,2319
lack,9.61637761630118,2316
council,-12.660467143170536,2316
executive,-10.793821587925777,2315
leave,3.645124096336076,2314
willing,5.600987802783493,2313
exchange,3.892720551142702,2302
model,7.994621447753161,2300
december,-14.917558633722363,2299
texas,-13.185538313817233,2296
worse,4.866216261638328,2291
nations,1.7083745111012831,2289
eventually,-2.0347216993395705,2287
principles,5.883453546091914,2280
firm,-2.4404979755636305,2278
candidate,-10.339536202838644,2276
failure,4.514470080030151,2270
readers,1.6274509206414225,2270
interesting,5.011126819998026,2268
computer,2.8549826717935503,2263
actions,2.553251348203048,2262
millions,4.744660916971043,2261
industrial,3.2252309465548024,2256
sales,1.7957901788176969,2252
october,-14.387253596447408,2249
choose,8.176820988446707,2247
build,4.99227767175762,2245
sector,5.608674251707271,2242
selling,4.908694412675686,2238
dollar,3.1328394186566584,2237
cover,0.175518108124379,2235
monopoly,5.3321649339050055,2234
trial,-7.828203117009252,2232
video,-3.533862674550619,2230
otherwise,10.47677454748191,2230
regulatory,-0.5547480371315032,2226
charge,2.306615397334099,2225
urban,2.2045776054728776,2215
stock,4.753053444204852,2215
figure,1.2235075330245309,2211
principle,7.949726750375703,2211
online,-0.4104332998977043,2209
smith,-4.089615767181385,2208
families,4.57493874267675,2204
difference,5.108933781622909,2201
argue,6.722966647241265,2199
provided,4.930444395868108,2188
gets,0.6730206169886515,2185
happened,-1.6029165466316044,2182
stories,0.2150061128195375,2178
owners,2.283875695895404,2176
related,3.310065221041441,2174
domestic,2.3422010440554004,2172
prison,-2.5353117308113724,2168
direct,5.872044097166508,2167
leading,-3.6927495319396257,2166
town,-4.570402773446403,2161
influence,4.646483174758032,2159
rich,8.932752842083573,2159
charges,-4.252496392466128,2158
thomas,-5.482576560229063,2155
fire,-4.639256978116464,2150
profit,9.44498617039062,2150
specific,4.930517068132758,2148
hands,1.3486240038182586,2148
argued,0.0731120916316285,2145
highly,4.777257213718258,2145
fund,-0.882169233285822,2141
measure,1.669935041863937,2140
worked,-0.6470826290897094,2139
restrictions,2.918249515467324,2138
movie,-1.9642732369247824,2137
cancer,3.6544323556590825,2130
parties,-2.616120727150701,2130
increasingly,3.828209543396952,2128
near,-1.3551008994691074,2127
florida,-12.373132706154138,2126
maybe,5.799977008631686,2123
chance,3.16710657638032,2119
opposition,-5.130465576425195,2117
increasing,6.766671690624207,2116
equal,5.012428930902388,2115
contract,0.0582736013457179,2115
statement,-6.674750953912735,2114
friends,-1.4348889435932506,2109
agree,4.300825434969738,2107
developed,7.937473577680066,2105
environment,9.760348125360906,2104
levels,7.0696945547824726,2103
weapons,3.1479002872947603,2100
wealth,14.087972789537162,2099
activities,5.836042418610305,2098
radical,2.643609551305417,2093
dangerous,9.752668318687938,2092
offered,0.6236456752521917,2089
happen,4.3779045776464045,2088
impact,4.4969874154776335,2083
democracy,4.693230484612286,2083
throughout,0.1002771271159872,2079
purpose,5.3517540050670505,2079
exactly,4.470307855284773,2078
leader,-12.037805244792253,2076
beginning,-1.636641706340015,2072
main,-0.8163100811652839,2069
chairman,-11.906981518724931,2068
proposal,-5.999888140446274,2067
body,3.0628012685774597,2066
activity,9.027252241619864,2063
taxpayers,1.18191278539598,2060
responsibility,6.581915805116296,2055
advertising,3.8479268203955135,2055
front,-7.955868370132521,2052
august,-13.764441288542002,2051
expect,7.713376378640532,2051
february,-15.560789604089225,2050
original,-1.14720877003856,2050
concept,10.967239779303782,2047
style,1.5784464833559468,2043
raise,3.6348420700524,2040
richard,-10.87229447811842,2040
established,2.464991839951836,2039
room,-2.199991905654315,2038
none,6.024563211714849,2036
european,0.9510844727046788,2034
light,0.4469165907939896,2032
language,5.469771663658321,2031
changed,1.076982880185824,2029
built,4.946597063331865,2026
authors,1.0412936111097224,2026
gone,2.1228641939815134,2024
unless,5.431225627660751,2021
disease,6.712393479188904,2014
prevent,5.671722477534786,2011
conditions,9.412815785501152,2010
material,10.698137128725648,2010
requires,6.074270675890148,2000
larger,6.430033084005117,1999
concerned,5.410489780362696,1999
cash,7.024703866685741,1995
mostly,3.245863783871755,1990
writer,-2.937572287279181,1988
customers,4.123049937188625,1982
avoid,6.865269219502807,1979
remain,4.988805906847119,1978
interested,6.6222026265459135,1978
step,-0.0412642933952156,1977
network,-0.4617770852928515,1975
produced,4.558290584478527,1975
conference,-12.060061314608902,1974
field,0.4115889222011901,1967
cars,4.629230624996126,1966
helped,-2.6739877029322088,1963
wage,3.240916294511408,1963
addition,1.5883861159090884,1963
stand,1.6251520798541603,1957
subsidies,4.958405786775984,1955
progress,4.948502932675183,1950
apparently,2.2019976500887424,1949
designed,3.3808225174434483,1947
owned,1.5129794997628778,1946
included,-5.410759209189564,1945
existing,7.557573156431317,1944
remains,2.313617027597502,1944
talking,-0.2423507503990549,1943
patients,2.7546684653498232,1943
fine,3.330589293851517,1943
annual,-5.3363407901488245,1937
solution,8.069415331934579,1937
quickly,-1.7666499621700495,1936
learn,8.25303150783293,1935
described,-2.833953968831338,1932
goal,3.1742853727191687,1932
minimum,2.327366915065795,1929
final,-8.076207858044654,1928
transportation,-2.0441451045917347,1928
huge,4.705799931631191,1926
actual,7.296507063321769,1926
organizations,1.0622353262733668,1925
gives,4.313497698865831,1925
consequences,7.728607030003332,1925
staff,-11.408686556271276,1923
except,5.577776300953701,1923
supposed,2.972913194244029,1922
earth,3.4783691139891744,1922
lines,0.05342200351879,1916
pass,-1.933144249720499,1915
discussion,3.2401572801172733,1914
places,8.444374727550894,1913
mail,-1.8218412039568648,1911
opposed,1.6808452245313674,1910
responsible,2.418431309517473,1910
directly,2.631330826319754,1904
revenue,1.6040450325235724,1903
virtually,5.704467365401797,1901
friedman,2.992244876921177,1901
cable,1.5829576747491956,1896
abuse,1.4793684808537364,1893
road,0.7833984856843017,1891
added,2.7916931500658397,1890
vice,-10.3513882367115,1889
currently,1.9723388404818247,1888
church,-4.566084116115235,1887
declared,-7.564884359948337,1887
sold,2.9662103289738297,1883
begin,3.201229343190789,1882
fellow,-3.953279156354256,1879
serve,4.5081277663121,1877
compared,1.2920826965710148,1875
sent,-8.679396679974161,1873
save,4.656392318604048,1873
limits,4.330721872771392,1869
respect,10.14326189411804,1869
professional,3.7896058468322735,1868
becomes,4.213758635014528,1868
primary,-4.856040561338887,1867
events,-1.7495402682106942,1865
piece,0.1350345320533961,1865
message,-2.136866938555613,1863
powers,0.6964051091345027,1862
doubt,4.44119224906899,1861
understanding,13.198430769669358,1861
tend,8.469833080656826,1859
provides,4.779808623716235,1855
obvious,9.01313727744855,1855
challenge,0.9105775138596072,1853
officers,-8.621168410871178,1851
heard,-2.261901575140655,1851
generation,3.5199702529935166,1850
users,4.944113991572522,1847
seven,-6.409111004904844,1846
range,6.761576066957787,1845
ultimately,4.06369155459106,1844
offers,3.929235829040408,1843
dead,-1.900226328521967,1841
limit,4.009702228649985,1841
relatively,8.612824495881796,1838
advocates,2.1542734593967907,1833
pretty,4.470034452155232,1832
candidates,-6.67968526436016,1831
fair,5.413036443060264,1830
paying,6.416887618135661,1829
code,0.4851774862036109,1827
easily,5.911070408299565,1826
french,-3.888794104685076,1825
sources,1.977833536686376,1825
seemed,0.1093929712515091,1822
communist,-3.5099606313742697,1819
concern,5.548400596249849,1818
facts,5.921003569324967,1818
residents,-0.5242110996623524,1817
version,-1.791103460593149,1815
deregulation,-3.443668310530484,1814
massive,1.177752661285922,1813
impossible,6.648769946536049,1813
ownership,8.789878749288619,1812
senior,-8.347024379996583,1810
heart,2.8929275879636407,1807
hundreds,-0.0983436207752674,1805
largest,-2.250941610778682,1805
knew,1.471425133990124,1802
virginia,-8.527343981841113,1801
interview,-8.133094602264464,1800
pressure,0.3028757081483491,1799
novel,-0.4105802144331392,1795
meeting,-11.327738565043546,1794
crimes,2.3992104660719638,1793
meet,2.1884663546225056,1792
hour,-4.233054367825389,1792
chinese,-1.1923820252995938,1792
meanwhile,-7.300230304710567,1792
ground,3.120146431378089,1791
socialist,-0.0491639820393174,1791
fiction,5.018752328585833,1790
continued,-0.2602271134383045,1789
russia,-5.190808868501335,1789
